Metric,Value
Validation,
Validation F1 Score,0.8796347571621963
Validation Accuracy Score,0.899567873640292
Regular Testing,
Test F1 Score,0.7466338087988195
Test Accuracy Score,0.8866209773539928
Test MCC,0.8861626297970533
Test Balanced Accuracy,0.7661628918695236
